TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,HAZARDRATING,VIOLLUMP
NDAA-99WMTF,20180910,Routine,2,3,Moderate,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
NDAA-99WMTF,20180314,Routine,1,1,Low,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
NDAA-99WMTF,20170913,Routine,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
NDAA-99WMTF,20170411,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
NDAA-99WMTF,20161007,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
HPAR-AE2Q87,20191104,Routine,0,0,Low,
HPAR-AE2Q87,20190506,Follow-Up,0,0,Low,
HPAR-AE2Q87,20190502,Routine,1,1,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HPAR-AE2Q87,20181018,Routine,0,0,Low,
HPAR-AE2Q87,20180501,Routine,0,0,Low,
HPAR-AE2Q87,20171116,Follow-Up,0,0,Low,
HPAR-AE2Q87,20171013,Follow-Up,0,0,Low,
HPAR-AE2Q87,20170907,Routine,0,1,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
HPAR-AE2Q87,20170607,Routine,0,0,Low,
HPAR-AE2Q87,20161201,Follow-Up,0,0,Low,
HPAR-AE2Q87,20161129,Routine,0,2,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat"
SWOD-AQAKLU,20191101,Routine,0,0,Low,
SWOD-AQAKLU,20190524,Routine,0,0,Low,
SWOD-AQAKLU,20181219,Routine,0,0,Low,
SWOD-AQAKLU,20180914,Follow-Up,0,0,Low,
SWOD-AQAKLU,20180803,Follow-Up,0,0,Low,
SWOD-AQAKLU,20180730,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SWOD-AQAKLU,20170822,Routine,0,0,Low,
HCAR-BG7QZ3,20200708,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
HCAR-BG7QZ3,20200203,Routine,0,0,Low,
HCAR-BG7QZ3,20191007,Routine,0,0,Low,
JDSO-AD4MWR,20191126,Routine,0,0,Low,
JDSO-AD4MWR,20190508,Routine,0,0,Low,
JDSO-AD4MWR,20181108,Routine,0,0,Low,
JDSO-AD4MWR,20180509,Follow-Up,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
JDSO-AD4MWR,20180412,Routine,0,0,Low,
JDSO-AD4MWR,20170914,Routine,0,0,Low,
JDSO-AD4MWR,20170412,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
JDSO-AD4MWR,20170322,Routine,0,0,Low,
JDSO-AD4MWR,20161214,Routine,0,0,Low,
JDSO-AD4MWR,20160909,Routine,0,0,Low,
A017301    ,20200102,Routine,0,0,Low,
A017301    ,20190621,Follow-Up,0,0,Low,
A017301    ,20190611,Routine,0,2,Moderate,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A017301    ,20190118,Routine,0,0,Low,
A017301    ,20180807,Follow-Up,1,0,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat"
A017301    ,20180622,Routine,2,1,Moderate,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
A017301    ,20171106,Routine,0,0,Low,
A017301    ,20170501,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
A017301    ,20161219,Routine,2,1,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A017301    ,20160803,Follow-Up,0,0,Low,
A017301    ,20160729,Routine,1,3,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 ???C. [s. 14(3)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A017293    ,20200428,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A017293    ,20191128,Routine,1,0,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat"
A017293    ,20190624,Follow-Up,0,0,Low,
A017293    ,20190620,Routine,1,1,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A017293    ,20190103,Routine,1,1,Low,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A017293    ,20180706,Routine,1,1,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 ???C. [s. 14(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
A017293    ,20180105,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
A017293    ,20170811,Routine,0,0,Low,
A017293    ,20170215,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
A017293    ,20160921,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A017293    ,20160920,Routine,1,2,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A017349    ,20200107,Routine,0,0,Low,
A017349    ,20190326,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A017349    ,20180319,Routine,2,1,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat"
A017349    ,20170217,Routine,0,0,Low,
A017349    ,20160829,Follow-Up,0,0,Low,
A017349    ,20160826,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
A017335    ,20200401,Routine,1,0,Low,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat"
A017335    ,20191106,Routine,2,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
A017335    ,20190510,Routine,0,2,Low,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A017335    ,20190128,Follow-Up,0,0,Low,
A017335    ,20181120,Follow-Up,0,0,Low,
A017335    ,20181106,Routine,1,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
A017335    ,20180810,Follow-Up,0,0,Low,
A017335    ,20180508,Follow-Up,0,0,Low,
A017335    ,20180503,Routine,2,1,Moderate,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
A017335    ,20171128,Routine,1,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
A017335    ,20170811,Follow-Up,0,0,Low,
A017335    ,20170704,Follow-Up,0,0,Low,
A017335    ,20170605,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A017335    ,20170103,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A017335    ,20160727,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A020068    ,20190925,Routine,2,2,High,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
A020068    ,20190423,Routine,0,2,Low,"211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 ???C. [s. 14(3)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A020068    ,20181022,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A020068    ,20180621,Follow-Up,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
A020068    ,20180619,Routine,1,3,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A020068    ,20180119,Follow-Up,0,0,Low,
A020068    ,20171122,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A020068    ,20171027,Routine,3,2,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A020068    ,20170510,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
A020068    ,20170113,Routine,0,0,Low,
A020068    ,20160912,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat"
GEDS-7ZLTQN,20191007,Follow-Up,0,0,Low,
GEDS-7ZLTQN,20191003,Routine,0,2,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-7ZLTQN,20190429,Routine,0,0,Low,
GEDS-7ZLTQN,20181017,Routine,0,1,Low,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
GEDS-7ZLTQN,20180509,Routine,0,0,Low,
GEDS-7ZLTQN,20171110,Follow-Up,0,0,Low,
GEDS-7ZLTQN,20171031,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7ZLTQN,20171027,Routine,1,1,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7ZLTQN,20170525,Routine,0,0,Low,
GEDS-7ZLTQN,20161123,Routine,0,0,Low,
SDFO-8HVQQ6,20191007,Follow-Up,0,0,Low,
SDFO-8HVQQ6,20191004,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat"
SDFO-8HVQQ6,20190426,Follow-Up,0,0,Low,
SDFO-8HVQQ6,20190425,Follow-Up,1,0,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat"
SDFO-8HVQQ6,20190424,Routine,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SDFO-8HVQQ6,20190107,Follow-Up,0,0,Low,
SDFO-8HVQQ6,20190104,Routine,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SDFO-8HVQQ6,20180705,Routine,1,1,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
SDFO-8HVQQ6,20171130,Routine,2,0,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SDFO-8HVQQ6,20170421,Routine,0,1,Low,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat"
SDFO-8HVQQ6,20161024,Routine,0,0,Low,
A018613    ,20191119,Follow-Up,0,0,Low,
A018613    ,20191106,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
A018613    ,20190715,Routine,0,0,Low,
A018613    ,20181211,Follow-Up,0,0,Low,
A018613    ,20181203,Routine,0,2,Low,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
A018613    ,20180622,Routine,0,2,Low,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat"
A018613    ,20171220,Follow-Up,0,0,Low,
A018613    ,20171207,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
A018613    ,20170612,Follow-Up,0,0,Low,
A018613    ,20170609,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
A018613    ,20170221,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
HCAR-BC9TWR,20200123,Routine,0,1,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
HCAR-BC9TWR,20191025,Routine,0,2,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
HCAR-BC9TWR,20190611,Routine,0,0,Low,
SWOD-A53UKG,20191121,Routine,0,0,Low,
SWOD-A53UKG,20190516,Routine,0,0,Low,
SWOD-A53UKG,20181127,Routine,0,0,Low,
SWOD-A53UKG,20180605,Routine,0,0,Low,
SWOD-A53UKG,20171030,Routine,0,1,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat"
SWOD-A53UKG,20170501,Routine,0,0,Low,
SWOD-A53UKG,20161223,Follow-Up,0,0,Low,
SWOD-A53UKG,20161216,Routine,1,2,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 ???C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
